Date,Day_of_Week,Month,Time,Source,Action,Entry_Price,Target_Price,Stop_Loss,Risk_Reward_Ratio,Profit_Target_Percentage,Market_Sentiment,Technical_Pattern,Support_Level,Resistance_Level,Expected_Movement,Sector_Insight,Nifty_Range
2024-11-29,Friday,November,9:00 AM - MARKET OPEN,Times Now Business,BUY,25535.0,26231.27,25126.95,1:1.71,2.73%,BULLISH,Support Breach | Watch 25800,25864,26819,UPSIDE: 169 points,Q3 earnings season | Corporate profits robust,25864 - 26819
2024-12-02,Monday,December,9:00 AM - MARKET OPEN,Times Now Business,BUY,26187.4,27404.56,25706.9,1:2.53,4.65%,BULLISH,Bullish Engulfing | Support at 26000,25836,26935,UPSIDE: 105 points,Telecom strength | Bharti Airtel gains on tariff hikes,25836 - 26935
2024-12-03,Tuesday,December,9:00 AM - MARKET OPEN,Times Now Business,BUY,25751.8,26294.78,25270.92,1:1.13,2.11%,NEUTRAL/BULLISH,Support Breach | Watch 25800,25907,26919,UPSIDE: 54 points,Cement stocks stable | UltraTech holding ground,25907 - 26919
2024-12-04,Wednesday,December,9:00 AM - MARKET OPEN,Times Now Business,SELL,26518.2,25485.05,26894.09,1:2.75,3.9%,STRONG BULLISH,Golden Cross | Resistance at 27000,25858,26987,DOWNSIDE: 115 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25858 - 26987
2024-12-05,Thursday,December,9:00 AM - MARKET OPEN,Times Now Business,SELL,26194.6,25495.15,26642.5,1:1.56,2.67%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25872,26815,DOWNSIDE: 188 points,DII support strong | Domestic funds accumulating,25872 - 26815
2024-12-06,Friday,December,9:00 AM - MARKET OPEN,Times Now Business,SELL,26274.0,25109.51,26705.47,1:2.7,4.43%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25854,26831,DOWNSIDE: 67 points,"Realty sector gaining traction | DLF, Oberoi up",25854 - 26831
2024-12-09,Monday,December,9:00 AM - MARKET OPEN,Times Now Business,SELL,26033.4,24865.29,26417.48,1:3.04,4.49%,BULLISH,Bullish Engulfing | Support at 26000,25933,26964,DOWNSIDE: 179 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25933 - 26964
2024-12-10,Tuesday,December,9:00 AM - MARKET OPEN,Times Now Business,BUY,26461.8,27187.79,26139.13,1:2.25,2.74%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25836,26813,UPSIDE: 187 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25836 - 26813
2024-12-11,Wednesday,December,9:00 AM - MARKET OPEN,Times Now Business,SELL,25948.2,25060.25,26229.4,1:3.16,3.42%,STRONG BULLISH,Support Breach | Watch 25800,25861,27000,DOWNSIDE: 162 points,Telecom strength | Bharti Airtel gains on tariff hikes,25861 - 27000
2024-12-12,Thursday,December,9:00 AM - MARKET OPEN,Times Now Business,BUY,26307.6,27354.83,25946.46,1:2.9,3.98%,STRONG BULLISH,Higher High-Higher Low | Bull Run Continues,25849,26919,UPSIDE: 90 points,DII support strong | Domestic funds accumulating,25849 - 26919
2024-12-13,Friday,December,9:00 AM - MARKET OPEN,Times Now Business,BUY,25849.0,26416.49,25566.14,1:2.01,2.2%,STRONG BULLISH,Bollinger Bands Squeeze | Volatility Expected,25973,26988,UPSIDE: 109 points,FII flows remain positive | Foreign buying continues,25973 - 26988
2024-12-16,Monday,December,9:00 AM - MARKET OPEN,Times Now Business,SELL,25770.4,24824.71,26205.05,1:2.18,3.67%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25969,26947,DOWNSIDE: 59 points,DII support strong | Domestic funds accumulating,25969 - 26947
2024-12-17,Tuesday,December,9:00 AM - MARKET OPEN,Times Now Business,SELL,25650.8,24479.83,26072.94,1:2.77,4.57%,NEUTRAL,Breakout above 26500 | Momentum Building,25812,26964,DOWNSIDE: 89 points,DII support strong | Domestic funds accumulating,25812 - 26964
2024-12-18,Wednesday,December,9:00 AM - MARKET OPEN,Times Now Business,SELL,25590.2,24803.58,26064.23,1:1.66,3.07%,STRONG BULLISH,Triangle Breakout | Directional Move,25820,26938,DOWNSIDE: 63 points,Q3 earnings season | Corporate profits robust,25820 - 26938
2024-12-19,Thursday,December,9:00 AM - MARKET OPEN,Times Now Business,BUY,25649.6,26519.26,25185.46,1:1.87,3.39%,MODERATELY BULLISH,Breakout above 26500 | Momentum Building,25930,26856,UPSIDE: 105 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25930 - 26856
2024-12-20,Friday,December,9:00 AM - MARKET OPEN,Times Now Business,BUY,25914.0,27144.76,25654.14,1:4.74,4.75%,BULLISH,Bearish Divergence | Profit Taking,25982,26809,UPSIDE: 166 points,Energy stocks leading | Oil majors positive on crude rally,25982 - 26809
2024-12-23,Monday,December,9:00 AM - MARKET OPEN,Times Now Business,SELL,25700.4,24887.15,26127.23,1:1.91,3.16%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25881,26945,DOWNSIDE: 53 points,Telecom strength | Bharti Airtel gains on tariff hikes,25881 - 26945
2024-12-24,Tuesday,December,9:00 AM - MARKET OPEN,Times Now Business,BUY,26166.8,27450.55,25885.43,1:4.56,4.91%,STRONG BULLISH,Double Bottom | Reversal Expected,25839,26963,UPSIDE: 66 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25839 - 26963
2024-12-26,Thursday,December,9:00 AM - MARKET OPEN,Times Now Business,SELL,26399.2,25811.3,26820.96,1:1.39,2.23%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25831,26951,DOWNSIDE: 83 points,"Chemical sector focus | Atul, Bayer gains on exports",25831 - 26951
2024-12-27,Friday,December,9:00 AM - MARKET OPEN,Times Now Business,SELL,25963.6,24687.96,26279.9,1:4.03,4.91%,STRONG BULLISH,Breakout above 26500 | Momentum Building,25853,26907,DOWNSIDE: 143 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25853 - 26907
2024-12-30,Monday,December,9:00 AM - MARKET OPEN,Times Now Business,SELL,26601.0,25478.26,26908.7,1:3.65,4.22%,MODERATELY BULLISH,Double Bottom | Reversal Expected,25944,26923,DOWNSIDE: 75 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25944 - 26923
2024-12-31,Tuesday,December,9:00 AM - MARKET OPEN,Times Now Business,BUY,26181.4,27035.59,25666.52,1:1.66,3.26%,STRONG BULLISH,Moving Average Crossover | Trend Change,25917,26810,UPSIDE: 137 points,"Chemical sector focus | Atul, Bayer gains on exports",25917 - 26810
2025-01-01,Wednesday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,25986.8,24943.94,26396.67,1:2.54,4.01%,STRONG BULLISH,Bearish Divergence | Profit Taking,25916,26945,DOWNSIDE: 87 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25916 - 26945
2025-01-02,Thursday,January,9:00 AM - MARKET OPEN,Times Now Business,BUY,25648.2,26211.07,25155.53,1:1.14,2.19%,BULLISH,Bearish Divergence | Profit Taking,25970,26861,UPSIDE: 192 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25970 - 26861
2025-01-03,Friday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,26423.6,25358.15,26860.08,1:2.44,4.03%,BULLISH,Support Breach | Watch 25800,25907,26808,DOWNSIDE: 116 points,DII support strong | Domestic funds accumulating,25907 - 26808
2025-01-06,Monday,January,9:00 AM - MARKET OPEN,Times Now Business,BUY,26083.0,26851.25,25630.12,1:1.7,2.95%,NEUTRAL/BULLISH,Moving Average Crossover | Trend Change,25814,26852,UPSIDE: 200 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25814 - 26852
2025-01-07,Tuesday,January,9:00 AM - MARKET OPEN,Times Now Business,BUY,26662.4,27533.3,26319.35,1:2.54,3.27%,NEUTRAL/BULLISH,Head & Shoulders | Downside Risk,25865,26911,UPSIDE: 197 points,FII flows remain positive | Foreign buying continues,25865 - 26911
2025-01-08,Wednesday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,25757.8,25064.48,26048.79,1:2.38,2.69%,MODERATELY BULLISH,Bearish Divergence | Profit Taking,25985,26951,DOWNSIDE: 116 points,"Realty sector gaining traction | DLF, Oberoi up",25985 - 26951
2025-01-09,Thursday,January,9:00 AM - MARKET OPEN,Times Now Business,BUY,26585.2,27360.6,26107.23,1:1.62,2.92%,STRONG BULLISH,Triangle Breakout | Directional Move,25988,26970,UPSIDE: 194 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25988 - 26970
2025-01-10,Friday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,25718.6,24777.09,26182.28,1:2.03,3.66%,BULLISH,Bollinger Bands Squeeze | Volatility Expected,25843,26907,DOWNSIDE: 178 points,Cement stocks stable | UltraTech holding ground,25843 - 26907
2025-01-13,Monday,January,9:00 AM - MARKET OPEN,Times Now Business,BUY,25756.0,26676.71,25473.73,1:3.26,3.57%,BULLISH,Double Bottom | Reversal Expected,25879,26933,UPSIDE: 137 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25879 - 26933
2025-01-14,Tuesday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,25838.4,25045.66,26099.85,1:3.03,3.07%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25887,26923,DOWNSIDE: 145 points,Cement stocks stable | UltraTech holding ground,25887 - 26923
2025-01-15,Wednesday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,26510.8,25828.79,27024.84,1:1.33,2.57%,NEUTRAL/BEARISH,Head & Shoulders | Downside Risk,25959,26962,DOWNSIDE: 181 points,Energy stocks leading | Oil majors positive on crude rally,25959 - 26962
2025-01-16,Thursday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,26302.2,25431.32,26621.86,1:2.72,3.31%,NEUTRAL,Moving Average Crossover | Trend Change,25856,26940,DOWNSIDE: 53 points,Energy stocks leading | Oil majors positive on crude rally,25856 - 26940
2025-01-17,Friday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,26142.6,25258.88,26623.43,1:1.84,3.38%,BULLISH,Breakout above 26500 | Momentum Building,25821,26867,DOWNSIDE: 153 points,DII support strong | Domestic funds accumulating,25821 - 26867
2025-01-20,Monday,January,9:00 AM - MARKET OPEN,Times Now Business,BUY,26548.0,27199.46,26064.98,1:1.35,2.45%,NEUTRAL/BEARISH,Moving Average Crossover | Trend Change,25997,26925,UPSIDE: 95 points,Cement stocks stable | UltraTech holding ground,25997 - 26925
2025-01-21,Tuesday,January,9:00 AM - MARKET OPEN,Times Now Business,BUY,26147.4,26824.84,25671.69,1:1.42,2.59%,NEUTRAL/BEARISH,Bullish Engulfing | Support at 26000,25907,26928,UPSIDE: 181 points,Energy stocks leading | Oil majors positive on crude rally,25907 - 26928
2025-01-22,Wednesday,January,9:00 AM - MARKET OPEN,Times Now Business,BUY,25919.8,27014.48,25495.15,1:2.58,4.22%,NEUTRAL,Head & Shoulders | Downside Risk,25934,26957,UPSIDE: 172 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25934 - 26957
2025-01-23,Thursday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,26372.2,25550.23,26748.44,1:2.18,3.12%,STRONG BULLISH,Support Breach | Watch 25800,25842,26845,DOWNSIDE: 165 points,DII support strong | Domestic funds accumulating,25842 - 26845
2025-01-24,Friday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,26637.6,25410.34,27018.13,1:3.23,4.61%,MODERATELY BULLISH,Breakout above 26500 | Momentum Building,25864,26848,DOWNSIDE: 158 points,"Chemical sector focus | Atul, Bayer gains on exports",25864 - 26848
2025-01-27,Monday,January,9:00 AM - MARKET OPEN,Times Now Business,BUY,26223.0,27005.62,25767.26,1:1.72,2.98%,STRONG BULLISH,Bearish Divergence | Profit Taking,25924,26963,UPSIDE: 181 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25924 - 26963
2025-01-28,Tuesday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,26423.4,25175.43,26776.54,1:3.53,4.72%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25816,26830,DOWNSIDE: 134 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25816 - 26830
2025-01-29,Wednesday,January,9:00 AM - MARKET OPEN,Times Now Business,BUY,26348.8,27013.28,25975.05,1:1.78,2.52%,MODERATELY BULLISH,Higher High-Higher Low | Bull Run Continues,25896,26870,UPSIDE: 172 points,"FMCG holding support | ITC, HUL steady amid volatility",25896 - 26870
2025-01-30,Thursday,January,9:00 AM - MARKET OPEN,Times Now Business,BUY,26105.2,27311.99,25605.38,1:2.41,4.62%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25878,26806,UPSIDE: 88 points,"FMCG holding support | ITC, HUL steady amid volatility",25878 - 26806
2025-01-31,Friday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,25964.6,24947.64,26326.79,1:2.81,3.92%,STRONG BULLISH,Bullish Engulfing | Support at 26000,25829,26954,DOWNSIDE: 195 points,"FMCG holding support | ITC, HUL steady amid volatility",25829 - 26954
2025-02-03,Monday,February,9:00 AM - MARKET OPEN,Times Now Business,BUY,26461.0,27709.61,26148.48,1:4.0,4.72%,MODERATELY BULLISH,Breakout above 26500 | Momentum Building,25842,26815,UPSIDE: 91 points,"FMCG holding support | ITC, HUL steady amid volatility",25842 - 26815
2025-02-04,Tuesday,February,9:00 AM - MARKET OPEN,Times Now Business,SELL,26709.4,25631.56,27208.01,1:2.16,4.04%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25951,26820,DOWNSIDE: 200 points,Cement stocks stable | UltraTech holding ground,25951 - 26820
2025-02-05,Wednesday,February,9:00 AM - MARKET OPEN,Times Now Business,SELL,26198.8,25558.72,26715.48,1:1.24,2.44%,NEUTRAL/BULLISH,Head & Shoulders | Downside Risk,25861,26835,DOWNSIDE: 56 points,Q3 earnings season | Corporate profits robust,25861 - 26835
2025-02-06,Thursday,February,9:00 AM - MARKET OPEN,Times Now Business,BUY,25965.2,26656.31,25670.05,1:2.34,2.66%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25901,26889,UPSIDE: 192 points,"Realty sector gaining traction | DLF, Oberoi up",25901 - 26889
2025-02-07,Friday,February,9:00 AM - MARKET OPEN,Times Now Business,BUY,26417.6,27286.54,25917.57,1:1.74,3.29%,NEUTRAL,Triangle Breakout | Directional Move,25940,26892,UPSIDE: 185 points,Cement stocks stable | UltraTech holding ground,25940 - 26892
2025-02-10,Monday,February,9:00 AM - MARKET OPEN,Times Now Business,BUY,25884.0,26750.29,25558.94,1:2.67,3.35%,STRONG BULLISH,Higher High-Higher Low | Bull Run Continues,25996,26971,UPSIDE: 54 points,"FMCG holding support | ITC, HUL steady amid volatility",25996 - 26971
2025-02-11,Tuesday,February,9:00 AM - MARKET OPEN,Times Now Business,BUY,26378.4,27455.13,25981.94,1:2.72,4.08%,NEUTRAL,Higher High-Higher Low | Bull Run Continues,25863,26980,UPSIDE: 63 points,Cement stocks stable | UltraTech holding ground,25863 - 26980
2025-02-12,Wednesday,February,9:00 AM - MARKET OPEN,Times Now Business,SELL,26475.8,25519.6,26768.57,1:3.27,3.61%,NEUTRAL,Head & Shoulders | Downside Risk,25899,26819,DOWNSIDE: 177 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25899 - 26819
2025-02-13,Thursday,February,9:00 AM - MARKET OPEN,Times Now Business,SELL,26515.2,25671.62,27019.36,1:1.67,3.18%,MODERATELY BULLISH,RSI Overbought | Consolidation Zone,25970,26929,DOWNSIDE: 106 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25970 - 26929
2025-02-14,Friday,February,9:00 AM - MARKET OPEN,Times Now Business,SELL,26730.6,25653.69,27147.03,1:2.59,4.03%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25879,26963,DOWNSIDE: 78 points,DII support strong | Domestic funds accumulating,25879 - 26963
2025-02-17,Monday,February,9:00 AM - MARKET OPEN,Times Now Business,SELL,26803.0,25849.48,27280.55,1:2.0,3.56%,BULLISH,Bearish Divergence | Profit Taking,25876,26898,DOWNSIDE: 65 points,Energy stocks leading | Oil majors positive on crude rally,25876 - 26898
2025-02-18,Tuesday,February,9:00 AM - MARKET OPEN,Times Now Business,BUY,26831.4,28110.33,26502.66,1:3.89,4.77%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25825,26944,UPSIDE: 79 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25825 - 26944
2025-02-19,Wednesday,February,9:00 AM - MARKET OPEN,Times Now Business,BUY,26841.8,27475.5,26467.45,1:1.69,2.36%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25802,27000,UPSIDE: 199 points,"FMCG holding support | ITC, HUL steady amid volatility",25802 - 27000
2025-02-20,Thursday,February,9:00 AM - MARKET OPEN,Times Now Business,BUY,25909.2,26618.12,25547.17,1:1.96,2.74%,MODERATELY BULLISH,Moving Average Crossover | Trend Change,25974,26816,UPSIDE: 102 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25974 - 26816
2025-02-21,Friday,February,9:00 AM - MARKET OPEN,Times Now Business,SELL,25905.6,25100.02,26276.81,1:2.17,3.11%,STRONG BULLISH,Head & Shoulders | Downside Risk,25829,26827,DOWNSIDE: 126 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25829 - 26827
2025-02-24,Monday,February,9:00 AM - MARKET OPEN,Times Now Business,SELL,26344.0,25792.68,26840.63,1:1.11,2.09%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25890,26927,DOWNSIDE: 140 points,Cement stocks stable | UltraTech holding ground,25890 - 26927
