Date,Day_of_Week,Month,Time,Source,Action,Entry_Price,Target_Price,Stop_Loss,Risk_Reward_Ratio,Profit_Target_Percentage,Market_Sentiment,Technical_Pattern,Support_Level,Resistance_Level,Expected_Movement,Sector_Insight,Nifty_Range
2024-11-29,Friday,November,9:00 AM - MARKET OPEN,Financial Express,BUY,26424.0,27205.13,25938.66,1:1.61,2.96%,NEUTRAL,Double Bottom | Reversal Expected,25829,26896,UPSIDE: 58 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25829 - 26896
2024-12-02,Monday,December,9:00 AM - MARKET OPEN,Financial Express,BUY,26349.2,27155.86,25875.65,1:1.7,3.06%,MODERATELY BULLISH,Moving Average Crossover | Trend Change,25956,26903,UPSIDE: 155 points,Telecom strength | Bharti Airtel gains on tariff hikes,25956 - 26903
2024-12-03,Tuesday,December,9:00 AM - MARKET OPEN,Financial Express,SELL,25688.4,24525.22,26131.72,1:2.62,4.53%,MODERATELY BULLISH,Breakout above 26500 | Momentum Building,25982,26924,DOWNSIDE: 145 points,Energy stocks leading | Oil majors positive on crude rally,25982 - 26924
2024-12-04,Wednesday,December,9:00 AM - MARKET OPEN,Financial Express,SELL,25652.6,24746.37,26107.93,1:1.99,3.53%,STRONG BULLISH,Triangle Breakout | Directional Move,25907,26811,DOWNSIDE: 184 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25907 - 26811
2024-12-05,Thursday,December,9:00 AM - MARKET OPEN,Financial Express,SELL,26116.8,25109.32,26534.54,1:2.41,3.86%,NEUTRAL/BULLISH,RSI Overbought | Consolidation Zone,25800,26805,DOWNSIDE: 148 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25800 - 26805
2024-12-06,Friday,December,9:00 AM - MARKET OPEN,Financial Express,BUY,26337.0,27280.72,25879.98,1:2.06,3.58%,MODERATELY BULLISH,Breakout above 26500 | Momentum Building,25973,26811,UPSIDE: 101 points,DII support strong | Domestic funds accumulating,25973 - 26811
2024-12-09,Monday,December,9:00 AM - MARKET OPEN,Financial Express,SELL,25845.2,25125.24,26349.45,1:1.43,2.79%,NEUTRAL/BULLISH,Moving Average Crossover | Trend Change,25817,26854,DOWNSIDE: 198 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25817 - 26854
2024-12-10,Tuesday,December,9:00 AM - MARKET OPEN,Financial Express,BUY,26469.4,27014.62,26150.46,1:1.71,2.06%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25864,26970,UPSIDE: 176 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25864 - 26970
2024-12-11,Wednesday,December,9:00 AM - MARKET OPEN,Financial Express,BUY,26081.6,27047.3,25715.36,1:2.64,3.7%,NEUTRAL/BULLISH,Head & Shoulders | Downside Risk,25897,26888,UPSIDE: 142 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25897 - 26888
2024-12-12,Thursday,December,9:00 AM - MARKET OPEN,Financial Express,SELL,26462.8,25734.32,26808.4,1:2.11,2.75%,MODERATELY BULLISH,Support Breach | Watch 25800,25974,26989,DOWNSIDE: 88 points,Q3 earnings season | Corporate profits robust,25974 - 26989
2024-12-13,Friday,December,9:00 AM - MARKET OPEN,Financial Express,BUY,26422.0,27029.43,26043.97,1:1.61,2.3%,STRONG BULLISH,Moving Average Crossover | Trend Change,25868,26840,UPSIDE: 79 points,Q3 earnings season | Corporate profits robust,25868 - 26840
2024-12-16,Monday,December,9:00 AM - MARKET OPEN,Financial Express,SELL,26161.2,25366.94,26648.92,1:1.63,3.04%,MODERATELY BULLISH,Double Bottom | Reversal Expected,25885,26834,DOWNSIDE: 158 points,Cement stocks stable | UltraTech holding ground,25885 - 26834
2024-12-17,Tuesday,December,9:00 AM - MARKET OPEN,Financial Express,BUY,26153.4,27278.55,25666.58,1:2.31,4.3%,NEUTRAL/BULLISH,Golden Cross | Resistance at 27000,25923,26874,UPSIDE: 166 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25923 - 26874
2024-12-18,Wednesday,December,9:00 AM - MARKET OPEN,Financial Express,SELL,26060.6,25168.25,26423.49,1:2.46,3.42%,NEUTRAL,Triangle Breakout | Directional Move,25918,26893,DOWNSIDE: 85 points,DII support strong | Domestic funds accumulating,25918 - 26893
2024-12-19,Thursday,December,9:00 AM - MARKET OPEN,Financial Express,BUY,26445.8,27519.79,26101.56,1:3.12,4.06%,BULLISH,Golden Cross | Resistance at 27000,25878,26817,UPSIDE: 192 points,"FMCG holding support | ITC, HUL steady amid volatility",25878 - 26817
2024-12-20,Friday,December,9:00 AM - MARKET OPEN,Financial Express,BUY,26043.0,27319.76,25627.09,1:3.07,4.9%,NEUTRAL,Bullish Engulfing | Support at 26000,25823,26942,UPSIDE: 198 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25823 - 26942
2024-12-23,Monday,December,9:00 AM - MARKET OPEN,Financial Express,SELL,25598.2,24966.39,25889.82,1:2.17,2.47%,BULLISH,Bearish Divergence | Profit Taking,25834,26930,DOWNSIDE: 77 points,DII support strong | Domestic funds accumulating,25834 - 26930
2024-12-24,Tuesday,December,9:00 AM - MARKET OPEN,Financial Express,SELL,25564.4,24287.62,25891.15,1:3.91,4.99%,BULLISH,RSI Overbought | Consolidation Zone,25887,26967,DOWNSIDE: 94 points,"Chemical sector focus | Atul, Bayer gains on exports",25887 - 26967
2024-12-26,Thursday,December,9:00 AM - MARKET OPEN,Financial Express,SELL,25837.6,25256.91,26286.89,1:1.29,2.25%,BULLISH,Triangle Breakout | Directional Move,25817,26851,DOWNSIDE: 147 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25817 - 26851
2024-12-27,Friday,December,9:00 AM - MARKET OPEN,Financial Express,BUY,25607.8,26805.66,25278.73,1:3.64,4.68%,BULLISH,Triangle Breakout | Directional Move,25848,26952,UPSIDE: 176 points,"Chemical sector focus | Atul, Bayer gains on exports",25848 - 26952
2024-12-30,Monday,December,9:00 AM - MARKET OPEN,Financial Express,BUY,25813.0,27026.3,25339.34,1:2.56,4.7%,MODERATELY BULLISH,Breakout above 26500 | Momentum Building,25893,26893,UPSIDE: 57 points,Cement stocks stable | UltraTech holding ground,25893 - 26893
2024-12-31,Tuesday,December,9:00 AM - MARKET OPEN,Financial Express,BUY,26433.2,27347.83,26065.78,1:2.49,3.46%,BULLISH,Golden Cross | Resistance at 27000,25826,26964,UPSIDE: 131 points,"Chemical sector focus | Atul, Bayer gains on exports",25826 - 26964
2025-01-01,Wednesday,January,9:00 AM - MARKET OPEN,Financial Express,SELL,26019.4,25169.62,26514.34,1:1.72,3.27%,MODERATELY BULLISH,Head & Shoulders | Downside Risk,25924,26992,DOWNSIDE: 74 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25924 - 26992
2025-01-02,Thursday,January,9:00 AM - MARKET OPEN,Financial Express,BUY,26501.6,27068.66,26081.07,1:1.35,2.14%,NEUTRAL,Bullish Engulfing | Support at 26000,25842,26991,UPSIDE: 172 points,"Realty sector gaining traction | DLF, Oberoi up",25842 - 26991
2025-01-03,Friday,January,9:00 AM - MARKET OPEN,Financial Express,SELL,26403.8,25423.09,26879.39,1:2.06,3.71%,MODERATELY BULLISH,Bearish Divergence | Profit Taking,25989,26932,DOWNSIDE: 55 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25989 - 26932
2025-01-06,Monday,January,9:00 AM - MARKET OPEN,Financial Express,SELL,26333.0,25397.91,26814.85,1:1.94,3.55%,NEUTRAL/BULLISH,Bullish Engulfing | Support at 26000,25870,26972,DOWNSIDE: 121 points,Energy stocks leading | Oil majors positive on crude rally,25870 - 26972
2025-01-07,Tuesday,January,9:00 AM - MARKET OPEN,Financial Express,SELL,26042.2,24772.25,26516.42,1:2.68,4.88%,NEUTRAL,Higher High-Higher Low | Bull Run Continues,25992,26926,DOWNSIDE: 136 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25992 - 26926
2025-01-08,Wednesday,January,9:00 AM - MARKET OPEN,Financial Express,BUY,26358.4,27071.73,25844.05,1:1.39,2.71%,NEUTRAL,Golden Cross | Resistance at 27000,25988,26922,UPSIDE: 170 points,Energy stocks leading | Oil majors positive on crude rally,25988 - 26922
2025-01-09,Thursday,January,9:00 AM - MARKET OPEN,Financial Express,BUY,25849.6,27110.81,25447.11,1:3.13,4.88%,MODERATELY BULLISH,Triangle Breakout | Directional Move,25854,26908,UPSIDE: 172 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25854 - 26908
2025-01-10,Friday,January,9:00 AM - MARKET OPEN,Financial Express,SELL,25682.8,24915.24,26032.26,1:2.2,2.99%,STRONG BULLISH,Bollinger Bands Squeeze | Volatility Expected,25852,26922,DOWNSIDE: 74 points,Telecom strength | Bharti Airtel gains on tariff hikes,25852 - 26922
2025-01-13,Monday,January,9:00 AM - MARKET OPEN,Financial Express,SELL,25878.0,24779.36,26188.6,1:3.54,4.25%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25849,26918,DOWNSIDE: 53 points,"Realty sector gaining traction | DLF, Oberoi up",25849 - 26918
2025-01-14,Tuesday,January,9:00 AM - MARKET OPEN,Financial Express,SELL,26564.2,25576.84,26976.16,1:2.4,3.72%,NEUTRAL,Higher High-Higher Low | Bull Run Continues,25806,26908,DOWNSIDE: 53 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25806 - 26908
2025-01-15,Wednesday,January,9:00 AM - MARKET OPEN,Financial Express,SELL,26072.4,25505.98,26494.47,1:1.34,2.17%,NEUTRAL/BEARISH,Bullish Engulfing | Support at 26000,25989,26828,DOWNSIDE: 84 points,Q3 earnings season | Corporate profits robust,25989 - 26828
2025-01-16,Thursday,January,9:00 AM - MARKET OPEN,Financial Express,SELL,26284.6,25129.91,26651.58,1:3.15,4.39%,STRONG BULLISH,Bearish Divergence | Profit Taking,25892,26970,DOWNSIDE: 97 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25892 - 26970
2025-01-17,Friday,January,9:00 AM - MARKET OPEN,Financial Express,SELL,25802.8,24803.7,26201.32,1:2.51,3.87%,BULLISH,Moving Average Crossover | Trend Change,25802,26805,DOWNSIDE: 196 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25802 - 26805
2025-01-20,Monday,January,9:00 AM - MARKET OPEN,Financial Express,BUY,26132.0,27128.16,25639.37,1:2.02,3.81%,MODERATELY BULLISH,Golden Cross | Resistance at 27000,25965,26931,UPSIDE: 157 points,DII support strong | Domestic funds accumulating,25965 - 26931
2025-01-21,Tuesday,January,9:00 AM - MARKET OPEN,Financial Express,BUY,26092.2,27341.97,25772.05,1:3.9,4.79%,MODERATELY BULLISH,Golden Cross | Resistance at 27000,25839,26973,UPSIDE: 168 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25839 - 26973
2025-01-22,Wednesday,January,9:00 AM - MARKET OPEN,Financial Express,BUY,26082.4,26679.46,25753.94,1:1.82,2.29%,STRONG BULLISH,Bollinger Bands Squeeze | Volatility Expected,25856,26993,UPSIDE: 159 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25856 - 26993
2025-01-23,Thursday,January,9:00 AM - MARKET OPEN,Financial Express,SELL,26034.6,25165.13,26358.56,1:2.68,3.34%,BULLISH,Bearish Divergence | Profit Taking,25850,26872,DOWNSIDE: 125 points,"Realty sector gaining traction | DLF, Oberoi up",25850 - 26872
2025-01-24,Friday,January,9:00 AM - MARKET OPEN,Financial Express,SELL,26570.8,25345.7,27078.23,1:2.41,4.61%,STRONG BULLISH,Triangle Breakout | Directional Move,25986,26890,DOWNSIDE: 103 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25986 - 26890
2025-01-27,Monday,January,9:00 AM - MARKET OPEN,Financial Express,SELL,26596.0,25437.52,27111.12,1:2.25,4.36%,BULLISH,Moving Average Crossover | Trend Change,25854,26888,DOWNSIDE: 83 points,DII support strong | Domestic funds accumulating,25854 - 26888
