Date,Day_of_Week,Month,Time,Source,Action,Entry_Price,Target_Price,Stop_Loss,Risk_Reward_Ratio,Profit_Target_Percentage,Market_Sentiment,Technical_Pattern,Support_Level,Resistance_Level,Expected_Movement,Sector_Insight,Nifty_Range
2024-11-29,Friday,November,9:00 AM - MARKET OPEN,Bloomberg,BUY,25857.0,26642.93,25580.28,1:2.84,3.04%,NEUTRAL/BULLISH,Head & Shoulders | Downside Risk,25965,26896,UPSIDE: 157 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25965 - 26896
2024-12-02,Monday,December,9:00 AM - MARKET OPEN,Bloomberg,SELL,26257.4,25618.94,26724.37,1:1.37,2.43%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25984,26863,DOWNSIDE: 80 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25984 - 26863
2024-12-03,Tuesday,December,9:00 AM - MARKET OPEN,Bloomberg,SELL,26070.8,25201.49,26526.21,1:1.91,3.33%,NEUTRAL,Triangle Breakout | Directional Move,25915,26930,DOWNSIDE: 182 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25915 - 26930
2024-12-04,Wednesday,December,9:00 AM - MARKET OPEN,Bloomberg,BUY,25642.2,26571.35,25287.3,1:2.62,3.62%,STRONG BULLISH,Golden Cross | Resistance at 27000,25814,26926,UPSIDE: 178 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25814 - 26926
2024-12-05,Thursday,December,9:00 AM - MARKET OPEN,Bloomberg,SELL,26137.6,25575.81,26454.41,1:1.77,2.15%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25962,26919,DOWNSIDE: 129 points,"FMCG holding support | ITC, HUL steady amid volatility",25962 - 26919
2024-12-06,Friday,December,9:00 AM - MARKET OPEN,Bloomberg,SELL,26443.0,25482.03,26942.76,1:1.92,3.63%,NEUTRAL/BULLISH,RSI Overbought | Consolidation Zone,25884,26901,DOWNSIDE: 96 points,Cement stocks stable | UltraTech holding ground,25884 - 26901
2024-12-09,Monday,December,9:00 AM - MARKET OPEN,Bloomberg,SELL,25864.4,25080.33,26135.57,1:2.89,3.03%,BULLISH,Bearish Divergence | Profit Taking,25905,26954,DOWNSIDE: 92 points,Q3 earnings season | Corporate profits robust,25905 - 26954
2024-12-10,Tuesday,December,9:00 AM - MARKET OPEN,Bloomberg,BUY,25797.8,26357.6,25348.21,1:1.25,2.17%,BULLISH,Double Bottom | Reversal Expected,25979,26816,UPSIDE: 52 points,Cement stocks stable | UltraTech holding ground,25979 - 26816
2024-12-11,Wednesday,December,9:00 AM - MARKET OPEN,Bloomberg,SELL,25582.2,25068.68,25999.36,1:1.23,2.01%,BULLISH,Support Breach | Watch 25800,25883,26969,DOWNSIDE: 165 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25883 - 26969
2024-12-12,Thursday,December,9:00 AM - MARKET OPEN,Bloomberg,BUY,26152.6,27095.72,25758.02,1:2.39,3.61%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25911,26956,UPSIDE: 124 points,"FMCG holding support | ITC, HUL steady amid volatility",25911 - 26956
