Date,Day_of_Week,Month,Time,Source,Action,Entry_Price,Target_Price,Stop_Loss,Risk_Reward_Ratio,Profit_Target_Percentage,Market_Sentiment,Technical_Pattern,Support_Level,Resistance_Level,Expected_Movement,Sector_Insight,Nifty_Range
2024-11-29,Friday,November,9:00 AM - MARKET OPEN,Money Control,BUY,25887.0,26494.57,25435.06,1:1.34,2.35%,NEUTRAL/BEARISH,Golden Cross | Resistance at 27000,25803,26930,UPSIDE: 178 points,Cement stocks stable | UltraTech holding ground,25803 - 26930
2024-12-02,Monday,December,9:00 AM - MARKET OPEN,Money Control,SELL,25746.2,25112.73,26112.71,1:1.73,2.46%,STRONG BULLISH,Head & Shoulders | Downside Risk,25865,26958,DOWNSIDE: 200 points,Telecom strength | Bharti Airtel gains on tariff hikes,25865 - 26958
2024-12-03,Tuesday,December,9:00 AM - MARKET OPEN,Money Control,SELL,26128.4,25029.69,26640.39,1:2.15,4.21%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25995,26982,DOWNSIDE: 57 points,Cement stocks stable | UltraTech holding ground,25995 - 26982
2024-12-04,Wednesday,December,9:00 AM - MARKET OPEN,Money Control,BUY,26427.6,27308.24,26149.93,1:3.17,3.33%,NEUTRAL,Moving Average Crossover | Trend Change,25943,26905,UPSIDE: 111 points,Energy stocks leading | Oil majors positive on crude rally,25943 - 26905
2024-12-05,Thursday,December,9:00 AM - MARKET OPEN,Money Control,BUY,25669.8,26877.89,25229.89,1:2.75,4.71%,NEUTRAL/BULLISH,RSI Overbought | Consolidation Zone,25802,26898,UPSIDE: 127 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25802 - 26898
2024-12-06,Friday,December,9:00 AM - MARKET OPEN,Money Control,BUY,26128.0,27103.59,25805.45,1:3.02,3.73%,BULLISH,Support Breach | Watch 25800,25892,26956,UPSIDE: 64 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25892 - 26956
2024-12-09,Monday,December,9:00 AM - MARKET OPEN,Money Control,BUY,26223.2,27460.35,25727.8,1:2.5,4.72%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25903,26929,UPSIDE: 137 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25903 - 26929
2024-12-10,Tuesday,December,9:00 AM - MARKET OPEN,Money Control,BUY,25780.4,27068.28,25452.21,1:3.92,5.0%,MODERATELY BULLISH,Breakout above 26500 | Momentum Building,25926,26973,UPSIDE: 161 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25926 - 26973
2024-12-11,Wednesday,December,9:00 AM - MARKET OPEN,Money Control,SELL,25799.6,24680.25,26302.74,1:2.22,4.34%,MODERATELY BULLISH,Breakout above 26500 | Momentum Building,25832,26811,DOWNSIDE: 86 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25832 - 26811
2024-12-12,Thursday,December,9:00 AM - MARKET OPEN,Money Control,BUY,26358.8,27348.37,25872.19,1:2.03,3.75%,STRONG BULLISH,Support Breach | Watch 25800,25832,27000,UPSIDE: 151 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25832 - 27000
2024-12-13,Friday,December,9:00 AM - MARKET OPEN,Money Control,BUY,26265.0,26998.95,25843.67,1:1.74,2.79%,NEUTRAL,Double Bottom | Reversal Expected,25981,26975,UPSIDE: 160 points,Q3 earnings season | Corporate profits robust,25981 - 26975
2024-12-16,Monday,December,9:00 AM - MARKET OPEN,Money Control,SELL,25590.2,24761.77,25938.65,1:2.38,3.24%,MODERATELY BULLISH,Bullish Engulfing | Support at 26000,25911,26957,DOWNSIDE: 126 points,"Realty sector gaining traction | DLF, Oberoi up",25911 - 26957
2024-12-17,Tuesday,December,9:00 AM - MARKET OPEN,Money Control,BUY,25824.4,26961.96,25562.07,1:4.34,4.4%,MODERATELY BULLISH,Triangle Breakout | Directional Move,25973,26801,UPSIDE: 200 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25973 - 26801
2024-12-18,Wednesday,December,9:00 AM - MARKET OPEN,Money Control,SELL,26159.6,25143.27,26445.61,1:3.55,3.89%,BULLISH,Bearish Divergence | Profit Taking,25936,26912,DOWNSIDE: 189 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25936 - 26912
2024-12-19,Thursday,December,9:00 AM - MARKET OPEN,Money Control,BUY,25834.8,26620.87,25527.53,1:2.56,3.04%,STRONG BULLISH,Bearish Divergence | Profit Taking,25995,26822,UPSIDE: 194 points,FII flows remain positive | Foreign buying continues,25995 - 26822
2024-12-20,Friday,December,9:00 AM - MARKET OPEN,Money Control,SELL,25558.0,24830.38,25958.33,1:1.82,2.85%,NEUTRAL/BULLISH,Head & Shoulders | Downside Risk,25953,26862,DOWNSIDE: 151 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25953 - 26862
2024-12-23,Monday,December,9:00 AM - MARKET OPEN,Money Control,SELL,25918.2,24998.87,26312.93,1:2.33,3.55%,STRONG BULLISH,Double Bottom | Reversal Expected,25835,26950,DOWNSIDE: 192 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25835 - 26950
2024-12-24,Tuesday,December,9:00 AM - MARKET OPEN,Money Control,BUY,25879.4,26979.13,25516.39,1:3.03,4.25%,STRONG BULLISH,Golden Cross | Resistance at 27000,25980,26859,UPSIDE: 160 points,FII flows remain positive | Foreign buying continues,25980 - 26859
2024-12-26,Thursday,December,9:00 AM - MARKET OPEN,Money Control,SELL,26038.6,25451.41,26323.97,1:2.06,2.26%,BULLISH,Triangle Breakout | Directional Move,25896,26983,DOWNSIDE: 144 points,DII support strong | Domestic funds accumulating,25896 - 26983
2024-12-27,Friday,December,9:00 AM - MARKET OPEN,Money Control,SELL,25815.8,24918.96,26272.27,1:1.96,3.47%,STRONG BULLISH,Support Breach | Watch 25800,25850,26900,DOWNSIDE: 111 points,FII flows remain positive | Foreign buying continues,25850 - 26900
2024-12-30,Monday,December,9:00 AM - MARKET OPEN,Money Control,SELL,26014.0,25398.32,26527.94,1:1.2,2.37%,NEUTRAL/BEARISH,Breakout above 26500 | Momentum Building,25834,26882,DOWNSIDE: 145 points,FII flows remain positive | Foreign buying continues,25834 - 26882
2024-12-31,Tuesday,December,9:00 AM - MARKET OPEN,Money Control,BUY,26416.2,27504.15,26091.24,1:3.35,4.12%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25896,26971,UPSIDE: 98 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25896 - 26971
2025-01-01,Wednesday,January,9:00 AM - MARKET OPEN,Money Control,SELL,25989.4,25225.81,26282.89,1:2.6,2.94%,NEUTRAL,Triangle Breakout | Directional Move,25848,26976,DOWNSIDE: 136 points,"Realty sector gaining traction | DLF, Oberoi up",25848 - 26976
2025-01-02,Thursday,January,9:00 AM - MARKET OPEN,Money Control,SELL,25964.6,25367.39,26382.59,1:1.43,2.3%,NEUTRAL/BULLISH,Bollinger Bands Squeeze | Volatility Expected,25894,26851,DOWNSIDE: 194 points,Telecom strength | Bharti Airtel gains on tariff hikes,25894 - 26851
2025-01-03,Friday,January,9:00 AM - MARKET OPEN,Money Control,BUY,25727.8,26927.12,25359.67,1:3.26,4.66%,BULLISH,Higher High-Higher Low | Bull Run Continues,25880,26856,UPSIDE: 88 points,"Chemical sector focus | Atul, Bayer gains on exports",25880 - 26856
2025-01-06,Monday,January,9:00 AM - MARKET OPEN,Money Control,BUY,26043.0,27257.34,25750.62,1:4.15,4.66%,NEUTRAL,Bullish Engulfing | Support at 26000,25858,26943,UPSIDE: 88 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25858 - 26943
2025-01-07,Tuesday,January,9:00 AM - MARKET OPEN,Money Control,SELL,26573.2,25641.79,27058.57,1:1.92,3.51%,MODERATELY BULLISH,RSI Overbought | Consolidation Zone,25860,26972,DOWNSIDE: 198 points,Telecom strength | Bharti Airtel gains on tariff hikes,25860 - 26972
2025-01-08,Wednesday,January,9:00 AM - MARKET OPEN,Money Control,SELL,25856.4,24964.74,26266.78,1:2.17,3.45%,BULLISH,Triangle Breakout | Directional Move,25890,26929,DOWNSIDE: 100 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25890 - 26929
2025-01-09,Thursday,January,9:00 AM - MARKET OPEN,Money Control,BUY,26526.6,27059.04,26214.21,1:1.7,2.01%,STRONG BULLISH,Golden Cross | Resistance at 27000,25991,26862,UPSIDE: 81 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25991 - 26862
2025-01-10,Friday,January,9:00 AM - MARKET OPEN,Money Control,SELL,25833.8,25120.1,26275.98,1:1.61,2.76%,BULLISH,Breakout above 26500 | Momentum Building,25870,26841,DOWNSIDE: 51 points,"FMCG holding support | ITC, HUL steady amid volatility",25870 - 26841
2025-01-13,Monday,January,9:00 AM - MARKET OPEN,Money Control,BUY,26365.0,26921.55,26038.58,1:1.71,2.11%,NEUTRAL/BULLISH,Bollinger Bands Squeeze | Volatility Expected,25945,26844,UPSIDE: 183 points,"Realty sector gaining traction | DLF, Oberoi up",25945 - 26844
2025-01-14,Tuesday,January,9:00 AM - MARKET OPEN,Money Control,SELL,25770.2,25214.27,26166.47,1:1.4,2.16%,NEUTRAL/BULLISH,Bollinger Bands Squeeze | Volatility Expected,25884,26904,DOWNSIDE: 196 points,Energy stocks leading | Oil majors positive on crude rally,25884 - 26904
2025-01-15,Wednesday,January,9:00 AM - MARKET OPEN,Money Control,BUY,26487.4,27499.65,26034.14,1:2.23,3.82%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25970,26933,UPSIDE: 113 points,Q3 earnings season | Corporate profits robust,25970 - 26933
2025-01-16,Thursday,January,9:00 AM - MARKET OPEN,Money Control,SELL,26541.6,25713.53,26941.63,1:2.07,3.12%,NEUTRAL,Breakout above 26500 | Momentum Building,25985,26807,DOWNSIDE: 141 points,Telecom strength | Bharti Airtel gains on tariff hikes,25985 - 26807
2025-01-17,Friday,January,9:00 AM - MARKET OPEN,Money Control,BUY,25970.8,26578.75,25575.67,1:1.54,2.34%,STRONG BULLISH,Double Bottom | Reversal Expected,25980,26981,UPSIDE: 82 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25980 - 26981
2025-01-20,Monday,January,9:00 AM - MARKET OPEN,Money Control,BUY,26212.0,26917.1,25870.34,1:2.06,2.69%,NEUTRAL,Support Breach | Watch 25800,25871,26981,UPSIDE: 57 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25871 - 26981
2025-01-21,Tuesday,January,9:00 AM - MARKET OPEN,Money Control,SELL,26057.2,24863.12,26363.05,1:3.9,4.58%,MODERATELY BULLISH,Bullish Engulfing | Support at 26000,25844,26953,DOWNSIDE: 82 points,Telecom strength | Bharti Airtel gains on tariff hikes,25844 - 26953
2025-01-22,Wednesday,January,9:00 AM - MARKET OPEN,Money Control,BUY,25733.4,26800.52,25469.81,1:4.05,4.15%,NEUTRAL,Bearish Divergence | Profit Taking,25928,26883,UPSIDE: 150 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25928 - 26883
2025-01-23,Thursday,January,9:00 AM - MARKET OPEN,Money Control,SELL,25669.6,24444.28,26166.42,1:2.47,4.77%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25901,26958,DOWNSIDE: 98 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25901 - 26958
2025-01-24,Friday,January,9:00 AM - MARKET OPEN,Money Control,BUY,25979.8,26521.79,25574.71,1:1.34,2.09%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25980,26991,UPSIDE: 146 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25980 - 26991
2025-01-27,Monday,January,9:00 AM - MARKET OPEN,Money Control,BUY,26249.0,27105.58,25815.68,1:1.98,3.26%,NEUTRAL,Moving Average Crossover | Trend Change,25978,26944,UPSIDE: 166 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25978 - 26944
2025-01-28,Tuesday,January,9:00 AM - MARKET OPEN,Money Control,SELL,26124.2,25244.45,26480.85,1:2.47,3.37%,STRONG BULLISH,Breakout above 26500 | Momentum Building,25830,26842,DOWNSIDE: 168 points,"FMCG holding support | ITC, HUL steady amid volatility",25830 - 26842
2025-01-29,Wednesday,January,9:00 AM - MARKET OPEN,Money Control,BUY,25762.4,27046.02,25485.46,1:4.64,4.98%,MODERATELY BULLISH,Triangle Breakout | Directional Move,25972,26837,UPSIDE: 55 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25972 - 26837
