Date,Source,Pred_Low,Pred_High,RangeWidth,RangeMid,Market_High,Market_Low,Full_Hit,High_Miss,Low_Miss,Both_Miss,High_Error,Low_Error,Abs_High_Error,Abs_Low_Error,Total_Error,High_Overshoot,Low_Overshoot
2024-11-29,bloomberg_nifty50_1year.csv,25965.0,26896.0,931.0,26430.5,24188.45,23927.15,False,False,True,False,-2707.5499999999993,2037.8499999999985,2707.5499999999993,2037.8499999999985,4745.399999999998,0,2037.8499999999985
2024-11-29,indiatodaybusiness_nifty50_1year.csv,25997.0,26847.0,850.0,26422.0,24188.45,23927.15,False,False,True,False,-2658.5499999999993,2069.8499999999985,2658.5499999999993,2069.8499999999985,4728.399999999998,0,2069.8499999999985
2024-11-29,financialexpress_nifty50_1year.csv,25886.0,26824.0,938.0,26355.0,24188.45,23927.15,False,False,True,False,-2635.5499999999993,1958.8499999999985,2635.5499999999993,1958.8499999999985,4594.399999999998,0,1958.8499999999985
2024-11-29,moneycontrol_nifty50_1year.csv,25854.0,26967.0,1113.0,26410.5,24188.45,23927.15,False,False,True,False,-2778.5499999999993,1926.8499999999985,2778.5499999999993,1926.8499999999985,4705.399999999998,0,1926.8499999999985
2024-11-29,etnow_nifty50_1year.csv,25914.0,26869.0,955.0,26391.5,24188.45,23927.15,False,False,True,False,-2680.5499999999993,1986.8499999999985,2680.5499999999993,1986.8499999999985,4667.399999999998,0,1986.8499999999985
2024-11-29,ndtvprofit_nifty50_1year.csv,25839.0,26864.0,1025.0,26351.5,24188.45,23927.15,False,False,True,False,-2675.5499999999993,1911.8499999999985,2675.5499999999993,1911.8499999999985,4587.399999999998,0,1911.8499999999985
2024-11-29,economictimeslive_nifty50_1year.csv,25939.0,26812.0,873.0,26375.5,24188.45,23927.15,False,False,True,False,-2623.5499999999993,2011.8499999999985,2623.5499999999993,2011.8499999999985,4635.399999999998,0,2011.8499999999985
2024-11-29,timesnowbusiness_nifty50_1year.csv,25864.0,26819.0,955.0,26341.5,24188.45,23927.15,False,False,True,False,-2630.5499999999993,1936.8499999999985,2630.5499999999993,1936.8499999999985,4567.399999999998,0,1936.8499999999985
2024-11-29,cnbc_nifty50_1year.csv,25877.0,26869.0,992.0,26373.0,24188.45,23927.15,False,False,True,False,-2680.5499999999993,1949.8499999999985,2680.5499999999993,1949.8499999999985,4630.399999999998,0,1949.8499999999985
2024-11-29,mint_nifty50_1year.csv,25966.0,26899.0,933.0,26432.5,24188.45,23927.15,False,False,True,False,-2710.5499999999993,2038.8499999999985,2710.5499999999993,2038.8499999999985,4749.399999999998,0,2038.8499999999985
2024-12-02,etnow_nifty50_1year.csv,25964.0,26870.0,906.0,26417.0,24301.7,24008.65,False,False,True,False,-2568.2999999999993,1955.3499999999985,2568.2999999999993,1955.3499999999985,4523.649999999998,0,1955.3499999999985
2024-12-02,timesnowbusiness_nifty50_1year.csv,25836.0,26935.0,1099.0,26385.5,24301.7,24008.65,False,False,True,False,-2633.2999999999993,1827.3499999999985,2633.2999999999993,1827.3499999999985,4460.649999999998,0,1827.3499999999985
2024-12-02,moneycontrol_nifty50_1year.csv,25904.0,26886.0,982.0,26395.0,24301.7,24008.65,False,False,True,False,-2584.2999999999993,1895.3499999999985,2584.2999999999993,1895.3499999999985,4479.649999999998,0,1895.3499999999985
2024-12-02,mint_nifty50_1year.csv,25812.0,26823.0,1011.0,26317.5,24301.7,24008.65,False,False,True,False,-2521.2999999999993,1803.3499999999985,2521.2999999999993,1803.3499999999985,4324.649999999998,0,1803.3499999999985
2024-12-02,economictimeslive_nifty50_1year.csv,25936.0,26922.0,986.0,26429.0,24301.7,24008.65,False,False,True,False,-2620.2999999999993,1927.3499999999985,2620.2999999999993,1927.3499999999985,4547.649999999998,0,1927.3499999999985
2024-12-02,cnbc_nifty50_1year.csv,25969.0,26997.0,1028.0,26483.0,24301.7,24008.65,False,False,True,False,-2695.2999999999993,1960.3499999999985,2695.2999999999993,1960.3499999999985,4655.649999999998,0,1960.3499999999985
2024-12-02,indiatodaybusiness_nifty50_1year.csv,25907.0,26884.0,977.0,26395.5,24301.7,24008.65,False,False,True,False,-2582.2999999999993,1898.3499999999985,2582.2999999999993,1898.3499999999985,4480.649999999998,0,1898.3499999999985
2024-12-02,bloomberg_nifty50_1year.csv,25984.0,26863.0,879.0,26423.5,24301.7,24008.65,False,False,True,False,-2561.2999999999993,1975.3499999999985,2561.2999999999993,1975.3499999999985,4536.649999999998,0,1975.3499999999985
2024-12-02,financialexpress_nifty50_1year.csv,25851.0,26849.0,998.0,26350.0,24301.7,24008.65,False,False,True,False,-2547.2999999999993,1842.3499999999985,2547.2999999999993,1842.3499999999985,4389.649999999998,0,1842.3499999999985
2024-12-02,ndtvprofit_nifty50_1year.csv,25978.0,26852.0,874.0,26415.0,24301.7,24008.65,False,False,True,False,-2550.2999999999993,1969.3499999999985,2550.2999999999993,1969.3499999999985,4519.649999999998,0,1969.3499999999985
2024-12-03,financialexpress_nifty50_1year.csv,25980.0,26925.0,945.0,26452.5,24481.35,24280.0,False,False,True,False,-2443.6500000000015,1700.0,2443.6500000000015,1700.0,4143.6500000000015,0,1700.0
2024-12-03,cnbc_nifty50_1year.csv,25843.0,26935.0,1092.0,26389.0,24481.35,24280.0,False,False,True,False,-2453.6500000000015,1563.0,2453.6500000000015,1563.0,4016.6500000000015,0,1563.0
2024-12-03,etnow_nifty50_1year.csv,25886.0,26811.0,925.0,26348.5,24481.35,24280.0,False,False,True,False,-2329.6500000000015,1606.0,2329.6500000000015,1606.0,3935.6500000000015,0,1606.0
2024-12-03,mint_nifty50_1year.csv,25908.0,26883.0,975.0,26395.5,24481.35,24280.0,False,False,True,False,-2401.6500000000015,1628.0,2401.6500000000015,1628.0,4029.6500000000015,0,1628.0
2024-12-03,moneycontrol_nifty50_1year.csv,25874.0,26841.0,967.0,26357.5,24481.35,24280.0,False,False,True,False,-2359.6500000000015,1594.0,2359.6500000000015,1594.0,3953.6500000000015,0,1594.0
2024-12-03,timesnowbusiness_nifty50_1year.csv,25907.0,26919.0,1012.0,26413.0,24481.35,24280.0,False,False,True,False,-2437.6500000000015,1627.0,2437.6500000000015,1627.0,4064.6500000000015,0,1627.0
2024-12-03,ndtvprofit_nifty50_1year.csv,25865.0,26817.0,952.0,26341.0,24481.35,24280.0,False,False,True,False,-2335.6500000000015,1585.0,2335.6500000000015,1585.0,3920.6500000000015,0,1585.0
2024-12-03,indiatodaybusiness_nifty50_1year.csv,25880.0,26870.0,990.0,26375.0,24481.35,24280.0,False,False,True,False,-2388.6500000000015,1600.0,2388.6500000000015,1600.0,3988.6500000000015,0,1600.0
2024-12-03,bloomberg_nifty50_1year.csv,25915.0,26930.0,1015.0,26422.5,24481.35,24280.0,False,False,True,False,-2448.6500000000015,1635.0,2448.6500000000015,1635.0,4083.6500000000015,0,1635.0
2024-12-03,economictimeslive_nifty50_1year.csv,25894.0,26938.0,1044.0,26416.0,24481.35,24280.0,False,False,True,False,-2456.6500000000015,1614.0,2456.6500000000015,1614.0,4070.6500000000015,0,1614.0
2024-12-04,etnow_nifty50_1year.csv,25993.0,26842.0,849.0,26417.5,24573.2,24366.3,False,False,True,False,-2268.7999999999993,1626.7000000000007,2268.7999999999993,1626.7000000000007,3895.5,0,1626.7000000000007
2024-12-04,ndtvprofit_nifty50_1year.csv,25831.0,26858.0,1027.0,26344.5,24573.2,24366.3,False,False,True,False,-2284.7999999999993,1464.7000000000007,2284.7999999999993,1464.7000000000007,3749.5,0,1464.7000000000007
2024-12-04,timesnowbusiness_nifty50_1year.csv,25858.0,26987.0,1129.0,26422.5,24573.2,24366.3,False,False,True,False,-2413.7999999999993,1491.7000000000007,2413.7999999999993,1491.7000000000007,3905.5,0,1491.7000000000007
2024-12-04,cnbc_nifty50_1year.csv,25891.0,26898.0,1007.0,26394.5,24573.2,24366.3,False,False,True,False,-2324.7999999999993,1524.7000000000007,2324.7999999999993,1524.7000000000007,3849.5,0,1524.7000000000007
2024-12-04,bloomberg_nifty50_1year.csv,25814.0,26926.0,1112.0,26370.0,24573.2,24366.3,False,False,True,False,-2352.7999999999993,1447.7000000000007,2352.7999999999993,1447.7000000000007,3800.5,0,1447.7000000000007
2024-12-04,financialexpress_nifty50_1year.csv,25890.0,26840.0,950.0,26365.0,24573.2,24366.3,False,False,True,False,-2266.7999999999993,1523.7000000000007,2266.7999999999993,1523.7000000000007,3790.5,0,1523.7000000000007
2024-12-04,moneycontrol_nifty50_1year.csv,25877.0,26838.0,961.0,26357.5,24573.2,24366.3,False,False,True,False,-2264.7999999999993,1510.7000000000007,2264.7999999999993,1510.7000000000007,3775.5,0,1510.7000000000007
2024-12-04,mint_nifty50_1year.csv,25816.0,26973.0,1157.0,26394.5,24573.2,24366.3,False,False,True,False,-2399.7999999999993,1449.7000000000007,2399.7999999999993,1449.7000000000007,3849.5,0,1449.7000000000007
2024-12-04,economictimeslive_nifty50_1year.csv,25867.0,26925.0,1058.0,26396.0,24573.2,24366.3,False,False,True,False,-2351.7999999999993,1500.7000000000007,2351.7999999999993,1500.7000000000007,3852.5,0,1500.7000000000007
