Date,Day_of_Week,Month,Time,Source,Action,Entry_Price,Target_Price,Stop_Loss,Risk_Reward_Ratio,Profit_Target_Percentage,Market_Sentiment,Technical_Pattern,Support_Level,Resistance_Level,Expected_Movement,Sector_Insight,Nifty_Range
2024-11-29,Friday,November,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26210.0,27225.08,25797.62,1:2.46,3.87%,BULLISH,RSI Overbought | Consolidation Zone,25841,26898,UPSIDE: 67 points,Q3 earnings season | Corporate profits robust,25841 - 26898
2024-12-02,Monday,December,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26356.2,25689.45,26713.2,1:1.87,2.53%,STRONG BULLISH,Bullish Engulfing | Support at 26000,25861,26815,DOWNSIDE: 164 points,Energy stocks leading | Oil majors positive on crude rally,25861 - 26815
2024-12-03,Tuesday,December,9:00 AM - MARKET OPEN,Economic Times Live,BUY,25958.4,27133.11,25441.0,1:2.27,4.53%,MODERATELY BULLISH,Support Breach | Watch 25800,25879,26989,UPSIDE: 121 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25879 - 26989
2024-12-04,Wednesday,December,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26387.6,25824.86,26864.89,1:1.18,2.13%,BULLISH,Moving Average Crossover | Trend Change,25964,26802,DOWNSIDE: 170 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25964 - 26802
2024-12-05,Thursday,December,9:00 AM - MARKET OPEN,Economic Times Live,BUY,25785.8,26607.76,25331.82,1:1.81,3.19%,STRONG BULLISH,Head & Shoulders | Downside Risk,25975,26838,UPSIDE: 75 points,Q3 earnings season | Corporate profits robust,25975 - 26838
2024-12-06,Friday,December,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26147.0,24991.51,26528.9,1:3.03,4.42%,NEUTRAL,Breakout above 26500 | Momentum Building,25987,26993,DOWNSIDE: 56 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25987 - 26993
2024-12-09,Monday,December,9:00 AM - MARKET OPEN,Economic Times Live,BUY,25661.2,26930.9,25298.57,1:3.5,4.95%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25943,26811,UPSIDE: 163 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25943 - 26811
2024-12-10,Tuesday,December,9:00 AM - MARKET OPEN,Economic Times Live,BUY,25572.4,26367.57,25145.03,1:1.86,3.11%,BULLISH,Breakout above 26500 | Momentum Building,25981,26813,UPSIDE: 71 points,"Realty sector gaining traction | DLF, Oberoi up",25981 - 26813
2024-12-11,Wednesday,December,9:00 AM - MARKET OPEN,Economic Times Live,BUY,25684.6,26799.23,25226.35,1:2.43,4.34%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25941,26933,UPSIDE: 75 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25941 - 26933
2024-12-12,Thursday,December,9:00 AM - MARKET OPEN,Economic Times Live,BUY,25894.8,26951.46,25528.69,1:2.89,4.08%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25872,26927,UPSIDE: 155 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25872 - 26927
2024-12-13,Friday,December,9:00 AM - MARKET OPEN,Economic Times Live,BUY,25698.0,26273.83,25266.26,1:1.33,2.24%,NEUTRAL/BEARISH,Golden Cross | Resistance at 27000,25893,26806,UPSIDE: 148 points,"Chemical sector focus | Atul, Bayer gains on exports",25893 - 26806
2024-12-16,Monday,December,9:00 AM - MARKET OPEN,Economic Times Live,SELL,25771.2,24789.25,26166.16,1:2.49,3.81%,BULLISH,Double Bottom | Reversal Expected,25989,26800,DOWNSIDE: 114 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25989 - 26800
2024-12-17,Tuesday,December,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26190.4,25635.21,26510.15,1:1.74,2.12%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25975,26933,DOWNSIDE: 72 points,Energy stocks leading | Oil majors positive on crude rally,25975 - 26933
2024-12-18,Wednesday,December,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26192.6,24945.6,26541.73,1:3.57,4.76%,BULLISH,Golden Cross | Resistance at 27000,25877,26862,DOWNSIDE: 129 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25877 - 26862
2024-12-19,Thursday,December,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26402.8,27279.46,26015.07,1:2.26,3.32%,STRONG BULLISH,Head & Shoulders | Downside Risk,25947,26884,UPSIDE: 147 points,Cement stocks stable | UltraTech holding ground,25947 - 26884
2024-12-20,Friday,December,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26334.0,25547.4,26741.07,1:1.93,2.99%,NEUTRAL,Breakout above 26500 | Momentum Building,25998,26832,DOWNSIDE: 159 points,"Realty sector gaining traction | DLF, Oberoi up",25998 - 26832
2024-12-23,Monday,December,9:00 AM - MARKET OPEN,Economic Times Live,BUY,25693.2,26258.43,25297.99,1:1.43,2.2%,NEUTRAL,Triangle Breakout | Directional Move,25902,26913,UPSIDE: 188 points,Energy stocks leading | Oil majors positive on crude rally,25902 - 26913
2024-12-24,Tuesday,December,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26068.4,24797.04,26471.25,1:3.16,4.88%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25896,26845,DOWNSIDE: 123 points,Cement stocks stable | UltraTech holding ground,25896 - 26845
2024-12-26,Thursday,December,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26200.6,25370.85,26570.44,1:2.24,3.17%,BULLISH,Bearish Divergence | Profit Taking,25996,26827,DOWNSIDE: 196 points,Telecom strength | Bharti Airtel gains on tariff hikes,25996 - 26827
2024-12-27,Friday,December,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26074.8,26640.32,25568.91,1:1.12,2.17%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25995,26965,UPSIDE: 139 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25995 - 26965
2024-12-30,Monday,December,9:00 AM - MARKET OPEN,Economic Times Live,SELL,25643.0,24813.31,25999.68,1:2.33,3.24%,STRONG BULLISH,Support Breach | Watch 25800,25991,26915,DOWNSIDE: 54 points,FII flows remain positive | Foreign buying continues,25991 - 26915
2024-12-31,Tuesday,December,9:00 AM - MARKET OPEN,Economic Times Live,BUY,25868.2,26574.32,25439.03,1:1.65,2.73%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25965,26946,UPSIDE: 89 points,Telecom strength | Bharti Airtel gains on tariff hikes,25965 - 26946
2025-01-01,Wednesday,January,9:00 AM - MARKET OPEN,Economic Times Live,SELL,25969.4,24944.71,26486.23,1:1.98,3.95%,NEUTRAL/BULLISH,Bullish Engulfing | Support at 26000,25983,26906,DOWNSIDE: 165 points,Q3 earnings season | Corporate profits robust,25983 - 26906
2025-01-02,Thursday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,25861.6,26386.62,25538.87,1:1.63,2.03%,NEUTRAL,Bearish Divergence | Profit Taking,25817,26832,UPSIDE: 167 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25817 - 26832
2025-01-03,Friday,January,9:00 AM - MARKET OPEN,Economic Times Live,SELL,25704.8,24514.29,26009.16,1:3.91,4.63%,BULLISH,Triangle Breakout | Directional Move,25829,26972,DOWNSIDE: 148 points,"Realty sector gaining traction | DLF, Oberoi up",25829 - 26972
2025-01-06,Monday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26557.0,27725.43,26238.93,1:3.67,4.4%,NEUTRAL/BULLISH,Golden Cross | Resistance at 27000,25824,26800,UPSIDE: 174 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25824 - 26800
2025-01-07,Tuesday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26229.2,27421.27,25787.15,1:2.7,4.54%,MODERATELY BULLISH,Triangle Breakout | Directional Move,25830,26842,UPSIDE: 75 points,FII flows remain positive | Foreign buying continues,25830 - 26842
2025-01-08,Wednesday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26154.4,27441.62,25769.74,1:3.35,4.92%,BULLISH,RSI Overbought | Consolidation Zone,25928,26870,UPSIDE: 59 points,"FMCG holding support | ITC, HUL steady amid volatility",25928 - 26870
2025-01-09,Thursday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,25891.6,26683.05,25583.4,1:2.57,3.06%,BULLISH,Double Bottom | Reversal Expected,25968,26881,UPSIDE: 92 points,Cement stocks stable | UltraTech holding ground,25968 - 26881
2025-01-10,Friday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26060.8,27359.81,25656.66,1:3.21,4.98%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25967,26821,UPSIDE: 142 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25967 - 26821
2025-01-13,Monday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26171.0,26739.13,25794.45,1:1.51,2.17%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25923,26985,UPSIDE: 149 points,Cement stocks stable | UltraTech holding ground,25923 - 26985
2025-01-14,Tuesday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26164.2,26766.0,25798.09,1:1.64,2.3%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25825,26853,UPSIDE: 106 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25825 - 26853
2025-01-15,Wednesday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26157.4,27064.82,25822.18,1:2.71,3.47%,MODERATELY BULLISH,Support Breach | Watch 25800,25936,26879,UPSIDE: 172 points,Q3 earnings season | Corporate profits robust,25936 - 26879
2025-01-16,Thursday,January,9:00 AM - MARKET OPEN,Economic Times Live,SELL,25882.6,24890.58,26387.85,1:1.96,3.83%,NEUTRAL,Head & Shoulders | Downside Risk,25887,26959,DOWNSIDE: 130 points,Cement stocks stable | UltraTech holding ground,25887 - 26959
2025-01-17,Friday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,25640.8,26270.67,25312.5,1:1.92,2.46%,MODERATELY BULLISH,Head & Shoulders | Downside Risk,25862,26825,UPSIDE: 141 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25862 - 26825
2025-01-20,Monday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26043.0,26987.57,25522.62,1:1.82,3.63%,MODERATELY BULLISH,Higher High-Higher Low | Bull Run Continues,25812,26877,UPSIDE: 146 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25812 - 26877
