Date,Day_of_Week,Month,Time,Source,Action,Entry_Price,Target_Price,Stop_Loss,Risk_Reward_Ratio,Profit_Target_Percentage,Market_Sentiment,Technical_Pattern,Support_Level,Resistance_Level,Expected_Movement,Sector_Insight,Nifty_Range
2024-11-29,Friday,November,9:00 AM - MARKET OPEN,ET Now,BUY,25725.0,26642.96,25297.1,1:2.15,3.57%,STRONG BULLISH,Breakout above 26500 | Momentum Building,25841,26827,UPSIDE: 129 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25841 - 26827
2024-12-02,Monday,December,9:00 AM - MARKET OPEN,ET Now,SELL,26198.2,25256.63,26683.82,1:1.94,3.59%,BULLISH,Bearish Divergence | Profit Taking,25913,26989,DOWNSIDE: 68 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25913 - 26989
2024-12-03,Tuesday,December,9:00 AM - MARKET OPEN,ET Now,BUY,26444.4,27271.4,25977.98,1:1.77,3.13%,NEUTRAL/BULLISH,Bollinger Bands Squeeze | Volatility Expected,25918,26838,UPSIDE: 50 points,Q3 earnings season | Corporate profits robust,25918 - 26838
2024-12-04,Wednesday,December,9:00 AM - MARKET OPEN,ET Now,BUY,26309.6,26963.83,25989.87,1:2.05,2.49%,NEUTRAL,Double Bottom | Reversal Expected,25993,26997,UPSIDE: 50 points,Telecom strength | Bharti Airtel gains on tariff hikes,25993 - 26997
2024-12-05,Thursday,December,9:00 AM - MARKET OPEN,ET Now,BUY,26236.8,27089.53,25772.45,1:1.84,3.25%,MODERATELY BULLISH,Moving Average Crossover | Trend Change,25966,26971,UPSIDE: 177 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25966 - 26971
2024-12-06,Friday,December,9:00 AM - MARKET OPEN,ET Now,BUY,25664.0,26419.88,25385.81,1:2.72,2.95%,STRONG BULLISH,Bearish Divergence | Profit Taking,25947,26851,UPSIDE: 155 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25947 - 26851
2024-12-09,Monday,December,9:00 AM - MARKET OPEN,ET Now,BUY,25665.2,26218.04,25198.9,1:1.19,2.15%,NEUTRAL/BEARISH,Moving Average Crossover | Trend Change,25803,26824,UPSIDE: 150 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25803 - 26824
2024-12-10,Tuesday,December,9:00 AM - MARKET OPEN,ET Now,BUY,26235.4,27404.8,25961.4,1:4.27,4.46%,STRONG BULLISH,Higher High-Higher Low | Bull Run Continues,25850,26856,UPSIDE: 190 points,Q3 earnings season | Corporate profits robust,25850 - 26856
2024-12-11,Wednesday,December,9:00 AM - MARKET OPEN,ET Now,BUY,26027.6,26986.25,25656.47,1:2.58,3.68%,MODERATELY BULLISH,Golden Cross | Resistance at 27000,25856,26986,UPSIDE: 73 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25856 - 26986
2024-12-12,Thursday,December,9:00 AM - MARKET OPEN,ET Now,SELL,26142.8,24885.25,26462.56,1:3.93,4.81%,STRONG BULLISH,Bollinger Bands Squeeze | Volatility Expected,25869,26969,DOWNSIDE: 112 points,Telecom strength | Bharti Airtel gains on tariff hikes,25869 - 26969
2024-12-13,Friday,December,9:00 AM - MARKET OPEN,ET Now,SELL,25694.0,24558.65,26049.83,1:3.19,4.42%,MODERATELY BULLISH,Golden Cross | Resistance at 27000,25970,26873,DOWNSIDE: 196 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25970 - 26873
2024-12-16,Monday,December,9:00 AM - MARKET OPEN,ET Now,SELL,26079.2,24828.87,26393.36,1:3.98,4.79%,NEUTRAL/BULLISH,Bollinger Bands Squeeze | Volatility Expected,25956,26943,DOWNSIDE: 141 points,Q3 earnings season | Corporate profits robust,25956 - 26943
2024-12-17,Tuesday,December,9:00 AM - MARKET OPEN,ET Now,BUY,25831.4,26411.38,25501.31,1:1.76,2.25%,STRONG BULLISH,Golden Cross | Resistance at 27000,25824,26896,UPSIDE: 194 points,Telecom strength | Bharti Airtel gains on tariff hikes,25824 - 26896
2024-12-18,Wednesday,December,9:00 AM - MARKET OPEN,ET Now,SELL,26214.6,25170.95,26677.25,1:2.26,3.98%,MODERATELY BULLISH,Higher High-Higher Low | Bull Run Continues,25835,26893,DOWNSIDE: 163 points,Cement stocks stable | UltraTech holding ground,25835 - 26893
2024-12-19,Thursday,December,9:00 AM - MARKET OPEN,ET Now,BUY,26199.8,26851.99,25845.68,1:1.84,2.49%,BULLISH,Bearish Divergence | Profit Taking,25853,26822,UPSIDE: 200 points,"Realty sector gaining traction | DLF, Oberoi up",25853 - 26822
2024-12-20,Friday,December,9:00 AM - MARKET OPEN,ET Now,SELL,26506.0,25441.59,27018.48,1:2.08,4.02%,NEUTRAL/BULLISH,Golden Cross | Resistance at 27000,25857,26981,DOWNSIDE: 122 points,FII flows remain positive | Foreign buying continues,25857 - 26981
2024-12-23,Monday,December,9:00 AM - MARKET OPEN,ET Now,BUY,25846.2,26840.2,25553.03,1:3.39,3.85%,BULLISH,Support Breach | Watch 25800,25860,26903,UPSIDE: 76 points,"FMCG holding support | ITC, HUL steady amid volatility",25860 - 26903
2024-12-24,Tuesday,December,9:00 AM - MARKET OPEN,ET Now,BUY,26010.4,26947.98,25652.07,1:2.62,3.6%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25915,26956,UPSIDE: 82 points,Telecom strength | Bharti Airtel gains on tariff hikes,25915 - 26956
2024-12-26,Thursday,December,9:00 AM - MARKET OPEN,ET Now,BUY,26176.6,27200.88,25699.88,1:2.15,3.91%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25849,26804,UPSIDE: 98 points,"FMCG holding support | ITC, HUL steady amid volatility",25849 - 26804
2024-12-27,Friday,December,9:00 AM - MARKET OPEN,ET Now,SELL,26337.8,25636.14,26627.42,1:2.42,2.66%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25933,26881,DOWNSIDE: 59 points,"Realty sector gaining traction | DLF, Oberoi up",25933 - 26881
2024-12-30,Monday,December,9:00 AM - MARKET OPEN,ET Now,BUY,26362.0,27235.48,26046.55,1:2.77,3.31%,NEUTRAL,Higher High-Higher Low | Bull Run Continues,25999,26957,UPSIDE: 147 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25999 - 26957
2024-12-31,Tuesday,December,9:00 AM - MARKET OPEN,ET Now,BUY,25975.2,26964.8,25656.99,1:3.11,3.81%,STRONG BULLISH,Bearish Divergence | Profit Taking,25902,26973,UPSIDE: 183 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25902 - 26973
2025-01-01,Wednesday,January,9:00 AM - MARKET OPEN,ET Now,SELL,26038.4,25238.59,26473.31,1:1.84,3.07%,NEUTRAL,Bearish Divergence | Profit Taking,25844,26936,DOWNSIDE: 184 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25844 - 26936
2025-01-02,Thursday,January,9:00 AM - MARKET OPEN,ET Now,BUY,26432.6,27560.0,26031.61,1:2.81,4.27%,STRONG BULLISH,Double Bottom | Reversal Expected,25838,26907,UPSIDE: 156 points,"Chemical sector focus | Atul, Bayer gains on exports",25838 - 26907
2025-01-03,Friday,January,9:00 AM - MARKET OPEN,ET Now,BUY,25982.8,26835.5,25473.53,1:1.67,3.28%,BULLISH,Golden Cross | Resistance at 27000,25930,26905,UPSIDE: 62 points,FII flows remain positive | Foreign buying continues,25930 - 26905
2025-01-06,Monday,January,9:00 AM - MARKET OPEN,ET Now,BUY,26348.0,27328.84,26028.46,1:3.07,3.72%,BULLISH,Bollinger Bands Squeeze | Volatility Expected,25998,26835,UPSIDE: 128 points,Cement stocks stable | UltraTech holding ground,25998 - 26835
2025-01-07,Tuesday,January,9:00 AM - MARKET OPEN,ET Now,SELL,25918.2,25096.97,26407.65,1:1.68,3.17%,MODERATELY BULLISH,Triangle Breakout | Directional Move,25865,26932,DOWNSIDE: 171 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25865 - 26932
2025-01-08,Wednesday,January,9:00 AM - MARKET OPEN,ET Now,SELL,25742.4,24582.74,26060.34,1:3.65,4.5%,BULLISH,Support Breach | Watch 25800,25976,26925,DOWNSIDE: 125 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25976 - 26925
2025-01-09,Thursday,January,9:00 AM - MARKET OPEN,ET Now,BUY,26364.6,27520.56,25939.31,1:2.72,4.38%,BULLISH,RSI Overbought | Consolidation Zone,25895,26910,UPSIDE: 61 points,FII flows remain positive | Foreign buying continues,25895 - 26910
